ID,Title,Excerpt,Date,Tags,expost_source_url,dsq_thread_id,Author Username,Slug,Comment Status,Ping Status,Post Modified Date,Status
239,Dog Food Renewed,,2011-11-14,akrasia|akrasia horizon|bee-all|case studies|commitment contracts|dog food|FAQ|meta|navel-gazing|paul graham|rationality|science|startups|yellow brick road,http://padm.us/blogdog,470987896,queenbee,blogdog,closed,closed,2015-07-21,publish
241,PSA: T Minus One Week to Thanksgiving,,2011-11-18,akrasia horizon|bee-all|PSA|road dial|yellow brick road,http://padm.us/tgbee,475820575,dreeves,tg,open,open,2022-11-16,publish
244,Beeminder Dashboard Widget,,2011-12-01,bee-all|dashboard widget|mac|new features,http://padm.us/bwidget,489162489,dreeves,widget,open,open,2013-05-04,publish
251,Trackers vs Lifehackers,,2011-12-31,bee-all|competition|FAQ|graphing|lifehacks|productivity porn|quantified self|soup nazi|tracking,http://padm.us/trackhack,521816006,dreeves,trackhack,open,open,2014-04-16,publish
254,Quantified Self,,2011-12-16,akrasia|bee-all|meta|qs|quantified self|quantifiedself|science,http://padm.us/qs,1869604291,dreeves,qs,closed,open,2014-10-01,publish
261,Aiding and Abetting,,2012-01-15,bee-all|best-of|commitment devices|competition|competitors|dog food|homosexuality|startups|stickk|sushi,http://padm.us/competitors,539553304,dreeves,competitors,open,open,2023-06-01,publish
266,Jamming with Jake Jenkins,"[This is a guest post by Beeminder superfan — and self-quantifier — Jake Jenkins who tells us the story of how Beeminder made all his dreams come true. Well, one particular dream, which will have come true in another year or so of hard work.] When I was 9 years old I went to a beach party. As the sun set and the bonfire was lit a guy broke out his guitar and started playing familiar songs. People gathered close to the fire, but closer to him, and broke into song as the music moved them. At that moment I realized that I wanted to learn how to play guitar.",2012-01-25,akrasia|bee-all|case studies|dream come true|guest posts|guitar|science|SMART goals,http://padm.us/j2jenkins,551584152,j2j,j2j,open,open,2015-04-26,publish
271,Get Everything Done,,2012-02-05,akrasia|bee-all|get everything done|mark forster|navel-gazing|productivity porn|rationality|sally field|science,padm.us/ged,564835516,dreeves,ged,open,open,2013-05-08,publish
276,Layaways and Lamentations,,2012-02-14,akrasia|bee-all|commitment devices|james surowiecki|layaway|new yorker|rationality|recession|science|self-binding,http://padm.us/layaways,575312171,dreeves,layaways,open,open,2013-05-06,publish
280,Study Wizardry,"[This is a guest post by Gandalf Saxe.] Having been a university student for some years now, I've come to appreciate just how important it is to spread out your studying over the whole semester. It's the single most important aspect of good study technique. I'll even go so far as to advocate the opposite extreme of the typical student's modus operandi",2012-02-22,akrasia|bee-all|best-of|case studies|FAQ|gandalf|guest posts|rationality|science|students|studying,http://padm.us/gandalf,584708611,guest,gandalf,open,open,2015-04-07,publish
283,Beeminder Hits the Oregon Trail,"Beeminder headquarters is now officially in Portland, Oregon! We’re proud and excited to announce that we’ve been accepted into the Portland Seed Fund’s newest class of startups. We’re in the esteemed company of",2012-03-06,bee-all|navel-gazing|portland|portland seed fund,http://padm.us/bp,600090903,queenbee,beehive,open,open,2018-08-04,publish
288,Why Weigh (Daily)?,"If you’re fitness savvy you know that you should be gaining muscle as you lose fat. So isn’t focusing on body weight silly, since muscle is denser than fat and ultimately we all want to be svelte and strong and lean, like a jungle cat? Maybe you have a fancy scale that tells you what really matters",2012-03-19,bee-all|best-of|body fat|FAQ|fitness|science|tips|weight loss|yellow brick road,http://padm.us/weighly,616025779,melza,weighly,open,open,2019-12-25,publish
290,Flexible Self-Control,"The problem of self-control may be a ridiculous first world problem but it's the granddaddy of first world problems and I want to solve it.
We live amidst a deluge of opportunities for instant gratification, especially in the form of food and entertainment, and most of us don't handle it well.
The general problem, known as <a href=""http://blog.beeminder.com/akrasia"">akrasia</a>, is this: 
you understand your own best interests when you consider them dispassionately, but in the moment your decision-making is distorted. The best time for, say, a workout is always ""tomorrow"".",2012-03-26,akrasia|akrasia horizon|bee-all|best-of|commitment contracts|dog food|economics|irrationality|messy matters|rationality|science|yellow brick road,http://padm.us/bbah,624228778,dreeves,flexbind,open,open,2023-03-09,publish
294,Quantified Self Talk: Beeminding Beeminder,"[The Beeminder founders, Bethany Soule and Daniel Reeves, presented at the <a href=""http://www.meetup.com/PDX-Quantified-Self/events/53688892/"">Portland Quantified Self Meetup</a> on April 10. This is what they said.]

We’re excited to be here! We used to go to Quantified Self meetups in New York and we just moved here, to pursue the <a href=""http://www.youtube.com/watch?v=AVmq9dq6Nsg"">Portlandian Dream</a> of working a couple hours a week in a coffee shop and going to clown school. [They hate it when you say that.]",2012-04-12,bee-all|case studies|dog food|meta|navel-gazing|productivity porn|quantified self|rationality,http://padm.us/pdxqs,645984961,dreeves,pdxqs,open,open,2013-05-04,publish
301,Monkey Brains and Multiple Selves,Our bodies and minds have evolved to enjoy life right here and now because it could be gone tomorrow. We crave fatty foods because they gave us extra padding in case we couldn’t eat next week. We crave sweets because they gave us energy to keep ourselves alive. Then came all the conveniences of the modern world. ,2012-04-24,akrasia|bee-all|guest posts|monkeys|multiple selves|psychology|rationality|science,http://padm.us/lee,661739303,guest,monkey,open,open,2015-03-30,publish
303,Innocentive $10k Challenge: Increasing People's Ability to Start and Stay on Task,"I recently won $1000 (sharing a <a href=""https://www.innocentive.com/ar/challenge/9932715"">$10k prize</a>) for the following essay on how to solve what people in healthcare call the adherence problem, which costs the healthcare system ""billions of dollars in unnecessary hospitalizations and nursing home and rehab costs"". 

My prize-winning essay in its entirety follows. (I gave the actual money to",2012-05-03,adherence problem|akrasia|bee-all|blood sugar|healthcare|innocentive|medicine|money|science,http://padm.us/innocentive,674722905,dreeves,innocentive,open,open,2013-05-06,publish
311,Beeminder: Round Tuit Dispenser,"If it's important to you to [exercise / practice an instrument / eat better / you name it] but you find that you never get around to it (a 'round tuit', get it?), well, we have an app for that. Think of Beeminder as your Round Tuit dispenser.",2012-05-17,akrasia|bee-all|rationality,http://padm.us/tuit,692889113,dreeves,tuit,open,open,2018-10-01,publish
314,Getting Back On The Wagon,,2012-05-25,akrasia|akrasia horizon|bee-all|case studies|commitment contracts|fine print|guest posts|new features|rationality|science|self-binding|weasels,http://padm.us/weasels,702864920,pjh,weasels,closed,closed,2016-09-07,publish
322,Birds and the Bees: Chirpify and Beeminder Shack Up,,2012-06-03,chirpify|new features|startups|twitter|upstart labs,http://padm.us/chirpify,712287884,dreeves,chirpify,open,open,2014-08-05,publish
324,Portland Seed Fund Demo Day,,2012-06-11,bee-all|navel-gazing|portland seed fund|psfdd|quantified self|upstart labs,http://padm.us/psfdd,720790283,queenbee,psfdd,open,open,2015-11-22,publish
344,Hammers and Chisels,,2012-06-20,akrasia|bee-all|commitment devices|competition|gamification|psychology|quantified self|science|startups|stickk,http://padm.us/masochism,733576746,dreeves,lift,open,open,2015-01-14,publish
348,Press Roundup: What's the Buzz?,"In the beginning of the year we covered our coverage on <a href=""http://blog.beeminder.com/qs"">Quantified Self</a> and <a href=""http://markforster.net"">Mark Forster</a>&#8217;s <a href=""http://blog.beeminder.com/ged"">Getting Things Done</a> blog.
There&#8217;s been a lot more since then. Here are the highlights",2012-06-30,bee-all|buzz|lifehacker|meta|navel-gazing|press|quantified self,http://padm.us/mindingpress,745766153,dreeves,buzz,open,open,2014-07-21,publish
353,Case Study: Triathlon Training,,2012-07-10,bee-all|case studies|dog food|fitness|new york city|triathlon,http://padm.us/tri,758455442,queenbee,tri,open,open,2013-05-04,publish
368,Synonyms for Self-Binding,,2012-07-21,akrasia|bee-all|best-of|competition|naming|nominology|psychology|rationality|science|self-binding|stickk|terminology,http://padm.us/synonyms,774124543,dreeves,synonyms,closed,closed,2021-12-04,publish
377,GymPact vs Beeminder,,2012-08-01,adverse selection|akrasia|bee-all|competition|economics|science,http://padm.us/gympact,787921834,dreeves,gympact,open,open,2017-12-04,publish
381,"Beeminder: We Use That; or, WeUseThat: Beeminder","We were interviewed by <a href=""http://weusethat.com"">WeUseThat</a> today. Here&#8217;s <a href=""http://weusethat.com/beeminder"">what we said</a>! We are Daniel Reeves and Bethany Soule, co-founders of Beeminder. We make people more awesome via the threat of taking their money. Specifically, we plot",2012-08-09,bee-all|FAQ|meta|navel-gazing|startups|tech,http://padm.us/weusethat,798355606,queenbee,weusethat,open,open,2017-05-05,publish
388,Perverse Incentives and the Paradox of Beeminder's Sting,,2012-08-19,akrasia|bee-all|best-of|dog food|FAQ|incentives|meta|money|navel-gazing|productivity|rationality|science,http://padm.us/perverse,810706697,dreeves,perverse,open,open,2016-09-30,publish
394,"Beeminder is S.M.A.R.T., Overcomes Bias",,2012-08-23,akrasia|bee-all|best-of|commitment devices|economics|lifehacks|overcomingbias|psychology|rationality|road dial|science|self-binding|SMART goals|xkcd,http://padm.us/smart,815322998,dreeves,smart,open,open,2015-04-07,publish
397,Beeminder API,,2012-09-05,api|bee-all|FAQ|gadgets|integrations|meta|quantified self,http://padm.us/blogapi,831518444,dreeves,api,open,open,2018-07-10,publish
403,Failing your Goals with Beeminder,,2012-09-14,akrasia|anki|api|bee-all|case studies|guest posts|rationality|science,http://padm.us/pjf-anki,843294719,pjf,habits,open,open,2017-02-21,publish
407,Gmail Zero: Beeminding Your Inbox,,2012-09-22,api|bee-all|email|integrations|kibotzer|productivity porn,http://padm.us/gmailzero,854201631,dreeves,gmailzero,open,open,2021-01-15,publish
410,The One Must-Do Task Each Day,,2012-10-03,akrasia|bee-all|best-of|case studies|get everything done|guest posts|lifehacks|mark forster|productivity porn|rationality|road dial|science|time management|tips,http://padm.us/mustdo,863860326,alys,mustdo,closed,open,2020-08-14,publish
414,Destroy All!,"Bethany and I woke up at 7am on March 7th to a text message from Jill that some graphs seemed to be fubar. Panic ensued as we hacked away nonstop till 5pm or so, never getting dressed or leaving the house. What was the problem? The night before we had run a seemingly innocuous",2012-09-30,bee-all|bugs|meta|mongo|navel-gazing|nerdery|rails,http://padm.us/mongosad,865013461,dreeves,mongo,open,open,2013-05-04,publish
420,Launch Anniversary! How Crazy Are We Now?,,2012-10-13,bee-all|lifecoaching|navel-gazing|rationality,http://padm.us/810,883033051,dreeves,one,open,open,2013-10-09,publish
428,Emergency TV Day,,2012-10-24,akrasia|bee-all|case studies|dog food|lifehacks|productivity porn|rationality|science,http://padm.us/tv,897679151,dreeves,tv,open,open,2013-05-06,publish
432,Announcing the Beeminder Android and iPhone Apps,,2012-10-25,android|api|apple|apps|bee-all|mobile,http://padm.us/beedroid,900467751,andrewpbrett,apps,open,open,2013-10-26,publish
437,Beeminder ♥ Trello,,2012-10-29,api|bee-all|dog food|get everything done|integrations|meta|new features|productivity porn|trello,http://padm.us/trello,906113423,andrewpbrett,trello,open,open,2013-08-13,publish
441,Beemind Your NaNoWriMo Progress,,2012-11-01,bee-all|nanowrimo|new features|writing,http://padm.us/nanowrimo,910166425,dreeves,nanowrimo,open,open,2020-10-30,publish
446,Beeminder ♥ Fitbit,"By <a href=""http://beeminder.uservoice.com/forums/3011-general/suggestions/3111577-set-up-for-automatic-fitbit-data-import-and-i-sup"">popular demand</a>, 
we&#8217;ve now added <a href=""http://fitbit.com"">Fitbit</a> to our 
<a href=""http://blog.beeminder.com/trello/"" title=""Automatically beemind your Trello cards, to force yourself to keep moving things into the Done list"">growing</a> 
<a href=""https://www.beeminder.com/runkeeper"" title=""Beeminder hearts RunKeeper"">list</a> 
<a href=""https://www.beeminder.com/gmailzero"" title=""GmailZero lets you automatically beemind your inbox"">of</a> 
<a href=""http://blog.withings.com/en/2012/05/04/withings-partner-spotlight-beeminder/"" title=""Awesome post on the Withings blog announcing the Beeminder/Withings partnership"">integrations</a>.
We&#8217;ve had a lot of people ask for this integration, and even a few who have already started automatically sending their Fitbit data to Beeminder with 
<a href=""http://blog.beeminder.com/api"">our API</a>",2012-11-13,api|bee-all|fitbit|fitness|integrations|new features|quantified self,http://padm.us/fitbit,925285003,andrewpbrett,fitbit,open,open,2014-01-24,publish
452,Beeminder ♥ RescueTime,,2012-11-27,api|bee-all|integrations|productivity|rescuetime|tagtime|time|time tracking,http://padm.us/rescuetime,935261584,andrewpbrett,rescuetime,open,open,2013-05-04,publish
459,Pledge Short-Circuiting,,2012-12-09,akrasia|akrasia horizon|bee-all|commitment contracts|new features|science|stickk|yellow brick road,http://padm.us/scpd,965361988,dreeves,shortcircuit,open,open,2019-10-03,publish
462,Get the Jump on Your Resolutions,,2012-12-21,akrasia|bee-all|guest posts|gym|productivity porn|resolutions|stickk,http://padm.us/resjump,985466731,pjh,resolutions,open,open,2013-05-06,publish
466,"Beeminder Buzz at 30,000 Feet, and other New Year's Coverage","We’re so proud of our full-page feature in the Southwest Airlines inflight magazine this month that we’re reproducing it here (with permission): ... This new online tool forces you to shape up — or pay up. Here’s how Beeminder co-founder Bethany Soule describes the Web-based, incentivized task tracker:",2013-01-09,bee-all|buzz|meta|navel-gazing|press|resolutions,http://padm.us/buzz,1015023445,dreeves,southwest,open,open,2019-02-22,publish
470,"Everything is Amazing, Even Gratitude Journaling","My first reaction to the idea of gratitude journaling &#8212; which I didn&#8217;t realize was <a href=""http://en.wikipedia.org/wiki/Gratitude_journal"">a thing</a>, until people started beeminding it &#8212; was, well, I&#8217;ll spare you my snark.
Then I tried to articulate my knee-jerkery and came up with this:
It seems to have a protesteth-too-much vibe.
I mean, what&#8217;s <b>not</b> to be grateful for?
Everything is amazing!
Even the poorest of us live in historically unfathomable luxury.
Hot showers, personal carriages to transport you anywhere in the world, practically swimming in food.
Mattresses and fluffy pillows and heat and air conditioning.
Seriously mind-boggling luxury; I&#8217;m not being at all sarcastic.",2013-01-24,bee-all|case studies|guest posts|happiness|pollyanna|psychology|rationality|science,http://padm.us/gratitude,1043659131,dreeves,gratitude,open,open,2022-12-02,publish
472,"Beeminder Error in Your Favor, and Other Crashes of Ineptitude",Earlier this month some dozens of you got a delightful little email from us like this: this is super embarrassing but there’s a chance you were affected by a bug where we thought we canceled a charge but then it went through anyway. partly as self-punishment we’re just refunding all the charges where that could possibly have happened. so either you’re rightfully getting a refund or you’re getting a random reprieve on a past derailment! either way a refund of $,2013-01-24,bee-all|bugs|meta|money|navel-gazing|nerdery|rails|resque,http://padm.us/ineptitude,1043720489,dreeves,ineptitude,open,open,2022-10-05,publish
478,Precommit to Recommit: The Third Great Beeminder Epiphany,,2013-02-13,akrasia|akrasia horizon|bee-all|best-of|cranial silicosis|new features|rationality|road dial|science|self-binding|yellow brick road,http://padm.us/pcrc,1080056321,dreeves,recommit,open,open,2015-04-07,publish
484,Gitminder: Commit To Keep Coding,"At the risk of launching a thousand rants from the old neckbeard guard, it&#8217;s hard to imagine what writing code was like before git and GitHub came along. 
GitHub has made it really easy for people to collaborate on projects, and gives you some <a href=""https://github.com/dreeves/TagTime/graphs/commit-activity"">nifty stats</a> to boot.
For some people, those shiny graphs are enough (and if that&#8217;s you, by all means, try out <a href=""http://tenxer.com"">tenXer</a>). 
But if you&#8217;re reading this, there&#8217;s a good chance that",2013-02-22,api|bee-all|git|github|gitminder|integrations|rationality,http://padm.us/gitminder,1095260304,andrewpbrett,gitminder,open,open,2013-05-04,publish
488,Socially Efficient Commitment Devices,,2013-03-05,aherk|akrasia|bee-all|best-of|economics|money|rationality|science|stickk,http://padm.us/sociallyefficient,1118749316,dreeves,anticharity,open,open,2021-09-15,publish
494,Beeminding Outside the Box,,2013-03-16,akrasia|bee-all|best-of|case studies|dog food|lifehacks|meta|rationality|science|trello,http://padm.us/beebox,1141185260,queenbee,box,open,open,2023-01-26,publish
498,Intrafamily Bets and the Genius of the Exponential Pledge Schedule,,2013-03-26,akrasia|bee-all|best-of|case studies|commitment contracts|dog food|money|rationality|science|weight loss,http://padm.us/exponential,1165279080,dreeves,exponential,open,open,2021-10-27,publish
501,"Announcing Beeminder Premium Plans: Bee Lite, Plan Bee, Beemium, and Beekeeper",,2013-04-12,akrasia|bee-all|dog food|money|new features|tips|xkcd,http://padm.us/beemium,1205522539,dreeves,premium,open,open,2016-08-09,publish
502,test post for testing,,1970-01-01,,http://padm.us/expostdebug,,queenbee,,open,open,2013-04-05,draft
504,Weasel-Proofing and the Definition of Legitimacy,,2013-04-05,akrasia|bee-all|best-of|FAQ|rationality|science|sms|sos|weasels,http://padm.us/legit,1187966652,dreeves,legit,open,open,2022-02-23,publish
513,Beeminder Buzz: Front Page of the Wall Street Journal,,2013-04-24,bee-all|buzz|navel-gazing|press,http://padm.us/wsj,1232378128,queenbee,wsj,open,open,2013-05-08,publish
519,Todas as línguas! Beeminder ama Duolingo,,2013-05-24,autodata|bee-all|duolingo|integrations|language|new features,http://padm.us/duo,1259074341,andrewpbrett,duolingo,open,open,2017-12-20,publish
523,Auto-Canceling Subscriptions,"&#8220;Well I&#8217;ve already paid for Netflix this month, so I might as well watch another episode of &#8216;Say Yes To The Dress&#8217;. I&#8217;ll <a href=""http://blog.beeminder.com/tuit"" title=""Beeminder: Round Tuit Dispenser"">get around to</a> canceling later. You know, when I&#8217;m less busy.&#8221; &#8212; A slightly caricatured version of me. When you sign up for some subscription services they make",2013-05-04,akrasia|bee-all|best-of|competition|economics|money|navel-gazing|startups,http://padm.us/autocancel,1260087327,dreeves,autocancel,open,open,2016-08-17,publish
525,Exquisitely Fair Pre-Pay Discounts,,2013-05-13,bee-all|best-of|economics|math|meta|money|navel-gazing|new features|science|startups|trello,http://padm.us/fair,1273642811,dreeves,fair,open,open,2022-10-06,publish
529,To Break From Routine Is Human,,2013-05-16,akrasia|bee-all|james bond|routine|science|self-binding,http://padm.us/routine,1291209109,andrewpbrett,routine,open,open,2013-05-15,publish
535,"Catch-up Unmustered; or, Easier is Harder",,2013-06-14,akrasia|bee-all|best-of|commitment devices|dr strangelove|FAQ|psychology|rationality|self-binding|yellow brick road,http://padm.us/leniency,1400683074,queenbee,catchup,open,open,2023-06-02,publish
540,Zeno Polling,,2013-06-24,bee-all|best-of|bugs|FAQ|new features|zeno,http://padm.us/zeno,1428963203,dreeves,zeno,open,open,2019-04-06,publish
543,Beeminding Sin,For a long time I found that I was spending too much time on certain unproductive things and struggled with getting myself to do what I actually wanted to do with my time. The big break came one morning when I noticed that there was a very tight correlation between the things I wanted to stop doing and the traditional Christian concept of,2013-07-03,akrasia|bee-all|envy|gluttony|greed|guest posts|lust|pride|psychology|rationality|religion|sloth|wrath,http://padm.us/sin,1463998487,wolf,sin,open,open,2014-12-04,publish
546,Beeminder Glossary,"By popular demand, we&#8217;ve created a <a href=""https://en.wikipedia.org/wiki/Jargon_File"">jargon file</a>!
We don&#8217;t expect this to be the permanent home of this glossary (maybe it belongs with our <a href=""http://beeminder.com/faq"">FAQ</a>) 
but it&#8217;s on the internet now so from now on you can google things like &#8220;beeminder flatlining&#8221; and hopefully be sent here to learn what we&#8217;re",2013-07-14,akrasia|bee-all|best-of|FAQ|jargon file|meta|navel-gazing|yellow brick road,http://padm.us/jargon,1498704474,dreeves,glossary,open,open,2023-03-09,publish
553,Spiraling Into Control,,2013-07-24,akrasia|bee-all|case studies|guest posts|lifehacks|meta|motivation hacking|procrastination|psychology|science|self-binding,http://padm.us/nick,1524923013,nick,nick,open,open,2013-07-25,publish
561,Beehind the Curtain: Secrets of our Support Success,,2013-08-03,bee-all|best-of|case studies|meta|navel-gazing|startups,http://padm.us/curtain,1562805287,dreeves,curtain,open,open,2020-08-06,publish
567,New World Order: Goals No Longer Freeze,,2013-08-13,akrasia|anti-cranial-silicosis|bee-all|best-of|FAQ|navel-gazing|new features|yellow brick road,http://padm.us/nwo,1602929849,dreeves,nwo,open,open,2021-12-01,publish
572,Combatting Cheating,,2013-08-24,akrasia|bee-all|best-of|FAQ|psychology|rationality|self-binding|tips,http://padm.us/cheating,1636570810,dreeves,cheating,open,open,2021-12-31,publish
578,Beeminder ♥ RunKeeper,,2013-09-03,bee-all|FAQ|fitness|integrations|new features,http://padm.us/runkeeper,1698177530,queenbee,runkeeper,open,open,2013-09-03,publish
587,Scheduled Breaks!,,2013-09-13,akrasia|bee-all|FAQ|new features|yellow brick road,http://padm.us/breaks,1754596946,queenbee,breaks,open,open,2013-09-13,publish
588,Take a break,,1970-01-01,,http://padm.us/breaks,,queenbee,break,open,open,2013-09-13,draft
590,Do-Less Goals with Pessimistic Presumptive Reports,,2013-09-23,akrasia|bee-all|FAQ|new features|yellow brick road,http://padm.us/doless,1787922354,dreeves,less,open,open,2019-01-09,publish
597,"More Schwag, Less Beeminding",,2013-10-03,akrasia|buzz|case studies|dog food|FAQ|navel-gazing|new features|press|quantified self|tips|yellow brick road,http://padm.us/moreless,1819619801,dreeves,moreless,open,open,2014-06-04,publish
601,Beeminder Turns Two!,"Yo-yo-yo! We’re two! So perhaps we should say yo-yo? Remember two years ago when we launched? You almost surely don't! (If you do, let us know because we have",2013-10-13,akrasia|bee-all|dog food|meta|navel-gazing|quantified self|yellow brick road,http://padm.us/two,1851645448,queenbee,two,open,open,2013-10-15,publish
607,Beeminder &#x2665; Jawbone,,2013-10-23,api|bee-all|beem-me-up-scotty|beemup|integrations|jawbone|new features|quantified self,http://expost.padm.us/beemup,1888457801,andrewpbrett,jawbone,open,open,2022-04-27,publish
610,Year-Round NaNoWriMo with Beeminder and Draft,"Tomorrow is the beginning of November, which kicks off National Novel Writing Month. Last year we put together some tools for NaNoWriMo and blogged about it:

Beemind Your NaNoWriMo Progress

This year we have some new tools to support beeminding writers. The biggie that we’re really excited about is",2013-11-01,bee-all|FAQ|integrations|new features,http://padm.us/draft,1921942246,dreeves,draft,open,open,2020-02-25,publish
615,Beeminder &#x2665; ... You! How To Build Your Own Beeminder Integrations,,2013-11-12,bee-all|dog food|FAQ|integrations|meta|new features|oauth|open source|self-binding,http://padm.us/beemyou,1958301133,andrewpbrett,oauth,open,open,2020-02-25,publish
622,1000 Days of User-Visible Improvements,,2013-11-21,akrasia|bee-all|best-of|case studies|commitment contracts|dog food|lifehacks|meta|navel-gazing|productivity porn|rationality|science|self-binding|startups|tips|ycombinator,http://padm.us/uvi1000,1986941144,dreeves,uvi,open,open,2015-04-07,publish
637,Android and Beeminder and Tasker,,2013-12-03,android|bee-all|integrations|new features|tagtime|tasker|tips,http://padm.us/beedroid2,2019591138,dreeves,beedroid,open,open,2018-03-12,publish
642,How Beeminder Paid for 14 Bikes,,2013-12-06,bee-all|case studies|charity|cycling|dog food|guest posts|meta,http://padm.us/wist,2029472318,jhwist,bikes,open,open,2013-12-24,publish
650,Resolutions for Real,,2013-12-24,akrasia|bee-all|productivity porn|resolutions|seth godin,http://padm.us/nyr2013,2070197934,pjh,dip,open,open,2018-01-02,publish
652,The Beekeeper Program: Beeminder-Based Lifecoaching,,2014-01-01,bee-all|FAQ|meta|new features|self-binding|stickk|tagtime,http://padm.us/erica,2084909025,erica,beekeeper,open,open,2020-06-05,publish
660,Be Nice To Yourself,,2014-01-13,akrasia|bee-all|best-of|case studies|dog food|navel-gazing|psychology|rationality,http://padm.us/beenice,2115663553,queenbee,beenice,open,open,2022-02-09,publish
